frame.number,frame.time,ip.src,ip.len,ip.dst,ip.proto,tcp.srcport,tcp.dstport,tcp.ack,tcp.flags
"1","Mar 21, 2024 18:07:07.802283000 UTC","172.28.0.2","60","104.110.141.47","6","53472","443","0","0x0002"
"2","Mar 21, 2024 18:07:07.813718000 UTC","104.110.141.47","60","172.28.0.2","6","443","53472","1","0x0012"
"3","Mar 21, 2024 18:07:07.813958000 UTC","172.28.0.2","52","104.110.141.47","6","53472","443","1","0x0010"
"4","Mar 21, 2024 18:07:07.816827000 UTC","172.28.0.2","569","104.110.141.47","6","53472","443","1","0x0018"
"5","Mar 21, 2024 18:07:07.827780000 UTC","104.110.141.47","52","172.28.0.2","6","443","53472","518","0x0010"
"6","Mar 21, 2024 18:07:07.828255000 UTC","104.110.141.47","2948","172.28.0.2","6","443","53472","518","0x0018"
"7","Mar 21, 2024 18:07:07.828354000 UTC","172.28.0.2","52","104.110.141.47","6","53472","443","2897","0x0010"
"8","Mar 21, 2024 18:07:07.828256000 UTC","104.110.141.47","1252","172.28.0.2","6","443","53472","518","0x0018"
"9","Mar 21, 2024 18:07:07.828438000 UTC","172.28.0.2","52","104.110.141.47","6","53472","443","4097","0x0010"
"10","Mar 21, 2024 18:07:07.829094000 UTC","104.110.141.47","1500","172.28.0.2","6","443","53472","518","0x0010"
"11","Mar 21, 2024 18:07:07.829205000 UTC","172.28.0.2","52","104.110.141.47","6","53472","443","5545","0x0010"
"12","Mar 21, 2024 18:07:07.839197000 UTC","104.110.141.47","213","172.28.0.2","6","443","53472","518","0x0018"
"13","Mar 21, 2024 18:07:07.839448000 UTC","172.28.0.2","52","104.110.141.47","6","53472","443","5706","0x0010"
"14","Mar 21, 2024 18:07:07.839915000 UTC","172.28.0.2","132","104.110.141.47","6","53472","443","5706","0x0018"
"15","Mar 21, 2024 18:07:07.840091000 UTC","172.28.0.2","158","104.110.141.47","6","53472","443","5706","0x0018"
"16","Mar 21, 2024 18:07:07.863169000 UTC","104.110.141.47","339","172.28.0.2","6","443","53472","704","0x0018"
"17","Mar 21, 2024 18:07:07.863409000 UTC","104.110.141.47","339","172.28.0.2","6","443","53472","704","0x0018"
"18","Mar 21, 2024 18:07:07.863656000 UTC","172.28.0.2","52","104.110.141.47","6","53472","443","6280","0x0010"
"19","Mar 21, 2024 18:07:07.868715000 UTC","104.110.141.47","647","172.28.0.2","6","443","53472","704","0x0018"
"20","Mar 21, 2024 18:07:07.870907000 UTC","172.28.0.2","76","104.110.141.47","6","53472","443","6875","0x0018"
"21","Mar 21, 2024 18:07:07.871191000 UTC","172.28.0.2","52","104.110.141.47","6","53472","443","6875","0x0011"
"22","Mar 21, 2024 18:07:07.890747000 UTC","104.110.141.47","76","172.28.0.2","6","443","53472","729","0x0018"
"23","Mar 21, 2024 18:07:07.891002000 UTC","172.28.0.2","40","104.110.141.47","6","53472","443","0","0x0004"
"24","Mar 21, 2024 18:07:07.890750000 UTC","104.110.141.47","52","172.28.0.2","6","443","53472","729","0x0011"
"25","Mar 21, 2024 18:07:07.891107000 UTC","172.28.0.2","40","104.110.141.47","6","53472","443","0","0x0004"
