frame.number,frame.time,ip.src,ip.len,ip.dst,ip.proto,tcp.srcport,tcp.dstport,tcp.ack,tcp.flags
"1","Mar 21, 2024 18:04:07.245611000 UTC","172.28.0.2","60","23.74.7.123","6","49826","443","0","0x0002"
"2","Mar 21, 2024 18:04:07.256670000 UTC","23.74.7.123","60","172.28.0.2","6","443","49826","1","0x0012"
"3","Mar 21, 2024 18:04:07.256880000 UTC","172.28.0.2","52","23.74.7.123","6","49826","443","1","0x0010"
"4","Mar 21, 2024 18:04:07.259742000 UTC","172.28.0.2","569","23.74.7.123","6","49826","443","1","0x0018"
"5","Mar 21, 2024 18:04:07.270826000 UTC","23.74.7.123","52","172.28.0.2","6","443","49826","518","0x0010"
"6","Mar 21, 2024 18:04:07.272257000 UTC","23.74.7.123","2948","172.28.0.2","6","443","49826","518","0x0018"
"7","Mar 21, 2024 18:04:07.272414000 UTC","172.28.0.2","52","23.74.7.123","6","49826","443","2897","0x0010"
"8","Mar 21, 2024 18:04:07.272259000 UTC","23.74.7.123","691","172.28.0.2","6","443","49826","518","0x0018"
"9","Mar 21, 2024 18:04:07.272491000 UTC","172.28.0.2","52","23.74.7.123","6","49826","443","3536","0x0010"
"10","Mar 21, 2024 18:04:07.274622000 UTC","172.28.0.2","132","23.74.7.123","6","49826","443","3536","0x0018"
"11","Mar 21, 2024 18:04:07.274900000 UTC","172.28.0.2","98","23.74.7.123","6","49826","443","3536","0x0018"
"12","Mar 21, 2024 18:04:07.274973000 UTC","172.28.0.2","101","23.74.7.123","6","49826","443","3536","0x0018"
"13","Mar 21, 2024 18:04:07.275025000 UTC","172.28.0.2","87","23.74.7.123","6","49826","443","3536","0x0018"
"14","Mar 21, 2024 18:04:07.275094000 UTC","172.28.0.2","112","23.74.7.123","6","49826","443","3536","0x0018"
"15","Mar 21, 2024 18:04:07.285988000 UTC","23.74.7.123","339","172.28.0.2","6","443","49826","788","0x0018"
"16","Mar 21, 2024 18:04:07.285989000 UTC","23.74.7.123","339","172.28.0.2","6","443","49826","788","0x0018"
"17","Mar 21, 2024 18:04:07.286452000 UTC","172.28.0.2","52","23.74.7.123","6","49826","443","4110","0x0010"
"18","Mar 21, 2024 18:04:07.291942000 UTC","23.74.7.123","113","172.28.0.2","6","443","49826","788","0x0018"
"19","Mar 21, 2024 18:04:07.291944000 UTC","23.74.7.123","83","172.28.0.2","6","443","49826","788","0x0018"
"20","Mar 21, 2024 18:04:07.292270000 UTC","172.28.0.2","83","23.74.7.123","6","49826","443","4202","0x0018"
"21","Mar 21, 2024 18:04:07.304156000 UTC","23.74.7.123","519","172.28.0.2","6","443","49826","819","0x0018"
"22","Mar 21, 2024 18:04:07.304378000 UTC","23.74.7.123","4396","172.28.0.2","6","443","49826","819","0x0018"
"23","Mar 21, 2024 18:04:07.304380000 UTC","23.74.7.123","4396","172.28.0.2","6","443","49826","819","0x0018"
"24","Mar 21, 2024 18:04:07.304382000 UTC","23.74.7.123","4396","172.28.0.2","6","443","49826","819","0x0018"
"25","Mar 21, 2024 18:04:07.304599000 UTC","172.28.0.2","52","23.74.7.123","6","49826","443","17701","0x0010"
"26","Mar 21, 2024 18:04:07.304969000 UTC","23.74.7.123","3457","172.28.0.2","6","443","49826","819","0x0018"
"27","Mar 21, 2024 18:04:07.305072000 UTC","172.28.0.2","52","23.74.7.123","6","49826","443","21106","0x0010"
"28","Mar 21, 2024 18:04:07.305640000 UTC","23.74.7.123","4396","172.28.0.2","6","443","49826","819","0x0018"
"29","Mar 21, 2024 18:04:07.305762000 UTC","172.28.0.2","52","23.74.7.123","6","49826","443","25450","0x0010"
"30","Mar 21, 2024 18:04:07.306647000 UTC","23.74.7.123","4396","172.28.0.2","6","443","49826","819","0x0018"
"31","Mar 21, 2024 18:04:07.306736000 UTC","172.28.0.2","52","23.74.7.123","6","49826","443","29794","0x0010"
"32","Mar 21, 2024 18:04:07.307448000 UTC","23.74.7.123","1500","172.28.0.2","6","443","49826","819","0x0010"
"33","Mar 21, 2024 18:04:07.307544000 UTC","172.28.0.2","52","23.74.7.123","6","49826","443","31242","0x0010"
"34","Mar 21, 2024 18:04:07.315479000 UTC","23.74.7.123","4396","172.28.0.2","6","443","49826","819","0x0018"
"35","Mar 21, 2024 18:04:07.315750000 UTC","172.28.0.2","52","23.74.7.123","6","49826","443","35586","0x0010"
"36","Mar 21, 2024 18:04:07.315909000 UTC","23.74.7.123","4396","172.28.0.2","6","443","49826","819","0x0018"
"37","Mar 21, 2024 18:04:07.315977000 UTC","172.28.0.2","52","23.74.7.123","6","49826","443","39930","0x0010"
"38","Mar 21, 2024 18:04:07.316761000 UTC","23.74.7.123","4396","172.28.0.2","6","443","49826","819","0x0018"
"39","Mar 21, 2024 18:04:07.316877000 UTC","172.28.0.2","52","23.74.7.123","6","49826","443","44274","0x0010"
"40","Mar 21, 2024 18:04:07.317634000 UTC","23.74.7.123","4396","172.28.0.2","6","443","49826","819","0x0018"
"41","Mar 21, 2024 18:04:07.317733000 UTC","172.28.0.2","52","23.74.7.123","6","49826","443","48618","0x0010"
"42","Mar 21, 2024 18:04:07.318489000 UTC","23.74.7.123","4396","172.28.0.2","6","443","49826","819","0x0018"
"43","Mar 21, 2024 18:04:07.318584000 UTC","172.28.0.2","52","23.74.7.123","6","49826","443","52962","0x0010"
"44","Mar 21, 2024 18:04:07.319339000 UTC","23.74.7.123","4396","172.28.0.2","6","443","49826","819","0x0018"
"45","Mar 21, 2024 18:04:07.319425000 UTC","172.28.0.2","52","23.74.7.123","6","49826","443","57306","0x0010"
"46","Mar 21, 2024 18:04:07.320241000 UTC","23.74.7.123","4396","172.28.0.2","6","443","49826","819","0x0018"
"47","Mar 21, 2024 18:04:07.320483000 UTC","172.28.0.2","52","23.74.7.123","6","49826","443","61650","0x0010"
"48","Mar 21, 2024 18:04:07.321165000 UTC","23.74.7.123","1500","172.28.0.2","6","443","49826","819","0x0010"
"49","Mar 21, 2024 18:04:07.321320000 UTC","172.28.0.2","52","23.74.7.123","6","49826","443","63098","0x0010"
"50","Mar 21, 2024 18:04:07.321167000 UTC","23.74.7.123","4396","172.28.0.2","6","443","49826","819","0x0018"
"51","Mar 21, 2024 18:04:07.321470000 UTC","172.28.0.2","52","23.74.7.123","6","49826","443","67442","0x0010"
"52","Mar 21, 2024 18:04:07.321916000 UTC","23.74.7.123","4396","172.28.0.2","6","443","49826","819","0x0018"
"53","Mar 21, 2024 18:04:07.322006000 UTC","172.28.0.2","52","23.74.7.123","6","49826","443","71786","0x0010"
"54","Mar 21, 2024 18:04:07.322685000 UTC","23.74.7.123","4396","172.28.0.2","6","443","49826","819","0x0018"
"55","Mar 21, 2024 18:04:07.322827000 UTC","172.28.0.2","52","23.74.7.123","6","49826","443","76130","0x0010"
"56","Mar 21, 2024 18:04:07.323408000 UTC","23.74.7.123","4396","172.28.0.2","6","443","49826","819","0x0018"
"57","Mar 21, 2024 18:04:07.323501000 UTC","172.28.0.2","52","23.74.7.123","6","49826","443","80474","0x0010"
"58","Mar 21, 2024 18:04:07.324130000 UTC","23.74.7.123","4396","172.28.0.2","6","443","49826","819","0x0018"
"59","Mar 21, 2024 18:04:07.324220000 UTC","172.28.0.2","52","23.74.7.123","6","49826","443","84818","0x0010"
"60","Mar 21, 2024 18:04:07.324917000 UTC","23.74.7.123","4396","172.28.0.2","6","443","49826","819","0x0018"
"61","Mar 21, 2024 18:04:07.325013000 UTC","172.28.0.2","52","23.74.7.123","6","49826","443","89162","0x0010"
"62","Mar 21, 2024 18:04:07.326553000 UTC","23.74.7.123","4396","172.28.0.2","6","443","49826","819","0x0018"
"63","Mar 21, 2024 18:04:07.326674000 UTC","172.28.0.2","52","23.74.7.123","6","49826","443","93506","0x0010"
"64","Mar 21, 2024 18:04:07.327010000 UTC","23.74.7.123","1500","172.28.0.2","6","443","49826","819","0x0018"
"65","Mar 21, 2024 18:04:07.327090000 UTC","172.28.0.2","52","23.74.7.123","6","49826","443","94954","0x0010"
"66","Mar 21, 2024 18:04:07.327199000 UTC","23.74.7.123","4396","172.28.0.2","6","443","49826","819","0x0018"
"67","Mar 21, 2024 18:04:07.327261000 UTC","172.28.0.2","52","23.74.7.123","6","49826","443","99298","0x0010"
"68","Mar 21, 2024 18:04:07.328396000 UTC","23.74.7.123","4396","172.28.0.2","6","443","49826","819","0x0018"
"69","Mar 21, 2024 18:04:07.328489000 UTC","172.28.0.2","52","23.74.7.123","6","49826","443","103642","0x0010"
"70","Mar 21, 2024 18:04:07.328634000 UTC","23.74.7.123","5844","172.28.0.2","6","443","49826","819","0x0018"
"71","Mar 21, 2024 18:04:07.328698000 UTC","172.28.0.2","52","23.74.7.123","6","49826","443","109434","0x0010"
"72","Mar 21, 2024 18:04:07.329621000 UTC","23.74.7.123","5844","172.28.0.2","6","443","49826","819","0x0018"
"73","Mar 21, 2024 18:04:07.329711000 UTC","172.28.0.2","52","23.74.7.123","6","49826","443","115226","0x0010"
"74","Mar 21, 2024 18:04:07.330539000 UTC","23.74.7.123","5844","172.28.0.2","6","443","49826","819","0x0018"
"75","Mar 21, 2024 18:04:07.330620000 UTC","172.28.0.2","52","23.74.7.123","6","49826","443","121018","0x0010"
"76","Mar 21, 2024 18:04:07.331499000 UTC","23.74.7.123","5844","172.28.0.2","6","443","49826","819","0x0018"
"77","Mar 21, 2024 18:04:07.331599000 UTC","172.28.0.2","52","23.74.7.123","6","49826","443","126810","0x0010"
"78","Mar 21, 2024 18:04:07.332235000 UTC","23.74.7.123","5844","172.28.0.2","6","443","49826","819","0x0018"
"79","Mar 21, 2024 18:04:07.332330000 UTC","172.28.0.2","52","23.74.7.123","6","49826","443","132602","0x0010"
"80","Mar 21, 2024 18:04:07.333154000 UTC","23.74.7.123","5844","172.28.0.2","6","443","49826","819","0x0018"
"81","Mar 21, 2024 18:04:07.333249000 UTC","172.28.0.2","52","23.74.7.123","6","49826","443","138394","0x0010"
"82","Mar 21, 2024 18:04:07.334090000 UTC","23.74.7.123","5844","172.28.0.2","6","443","49826","819","0x0018"
"83","Mar 21, 2024 18:04:07.334184000 UTC","172.28.0.2","52","23.74.7.123","6","49826","443","144186","0x0010"
"84","Mar 21, 2024 18:04:07.334803000 UTC","23.74.7.123","7292","172.28.0.2","6","443","49826","819","0x0018"
"85","Mar 21, 2024 18:04:07.334912000 UTC","172.28.0.2","52","23.74.7.123","6","49826","443","151426","0x0010"
"86","Mar 21, 2024 18:04:07.335773000 UTC","23.74.7.123","7292","172.28.0.2","6","443","49826","819","0x0018"
"87","Mar 21, 2024 18:04:07.335870000 UTC","172.28.0.2","52","23.74.7.123","6","49826","443","158666","0x0010"
"88","Mar 21, 2024 18:04:07.336685000 UTC","23.74.7.123","7292","172.28.0.2","6","443","49826","819","0x0018"
"89","Mar 21, 2024 18:04:07.336777000 UTC","172.28.0.2","52","23.74.7.123","6","49826","443","165906","0x0010"
"90","Mar 21, 2024 18:04:07.337538000 UTC","23.74.7.123","7292","172.28.0.2","6","443","49826","819","0x0018"
"91","Mar 21, 2024 18:04:07.337624000 UTC","172.28.0.2","52","23.74.7.123","6","49826","443","173146","0x0010"
"92","Mar 21, 2024 18:04:07.338251000 UTC","23.74.7.123","8740","172.28.0.2","6","443","49826","819","0x0018"
"93","Mar 21, 2024 18:04:07.338348000 UTC","172.28.0.2","52","23.74.7.123","6","49826","443","181834","0x0010"
"94","Mar 21, 2024 18:04:07.339188000 UTC","23.74.7.123","8740","172.28.0.2","6","443","49826","819","0x0018"
"95","Mar 21, 2024 18:04:07.339277000 UTC","172.28.0.2","52","23.74.7.123","6","49826","443","190522","0x0010"
"96","Mar 21, 2024 18:04:07.340159000 UTC","23.74.7.123","8740","172.28.0.2","6","443","49826","819","0x0018"
"97","Mar 21, 2024 18:04:07.340253000 UTC","172.28.0.2","52","23.74.7.123","6","49826","443","199210","0x0010"
"98","Mar 21, 2024 18:04:07.341237000 UTC","23.74.7.123","5844","172.28.0.2","6","443","49826","819","0x0010"
"99","Mar 21, 2024 18:04:07.341323000 UTC","172.28.0.2","52","23.74.7.123","6","49826","443","205002","0x0010"
"100","Mar 21, 2024 18:04:07.341396000 UTC","23.74.7.123","8740","172.28.0.2","6","443","49826","819","0x0018"
"101","Mar 21, 2024 18:04:07.341456000 UTC","172.28.0.2","52","23.74.7.123","6","49826","443","213690","0x0010"
"102","Mar 21, 2024 18:04:07.341705000 UTC","23.74.7.123","14532","172.28.0.2","6","443","49826","819","0x0018"
"103","Mar 21, 2024 18:04:07.341792000 UTC","172.28.0.2","52","23.74.7.123","6","49826","443","228170","0x0010"
"104","Mar 21, 2024 18:04:07.342555000 UTC","23.74.7.123","14532","172.28.0.2","6","443","49826","819","0x0018"
"105","Mar 21, 2024 18:04:07.342645000 UTC","172.28.0.2","52","23.74.7.123","6","49826","443","242650","0x0010"
"106","Mar 21, 2024 18:04:07.343744000 UTC","23.74.7.123","15980","172.28.0.2","6","443","49826","819","0x0018"
"107","Mar 21, 2024 18:04:07.343903000 UTC","172.28.0.2","52","23.74.7.123","6","49826","443","258578","0x0010"
"108","Mar 21, 2024 18:04:07.344418000 UTC","23.74.7.123","14532","172.28.0.2","6","443","49826","819","0x0018"
"109","Mar 21, 2024 18:04:07.344536000 UTC","172.28.0.2","52","23.74.7.123","6","49826","443","273058","0x0010"
"110","Mar 21, 2024 18:04:07.345386000 UTC","23.74.7.123","15980","172.28.0.2","6","443","49826","819","0x0018"
"111","Mar 21, 2024 18:04:07.345879000 UTC","172.28.0.2","52","23.74.7.123","6","49826","443","288986","0x0010"
"112","Mar 21, 2024 18:04:07.346302000 UTC","23.74.7.123","8740","172.28.0.2","6","443","49826","819","0x0018"
"113","Mar 21, 2024 18:04:07.346427000 UTC","172.28.0.2","52","23.74.7.123","6","49826","443","297674","0x0010"
"114","Mar 21, 2024 18:04:07.346867000 UTC","23.74.7.123","7292","172.28.0.2","6","443","49826","819","0x0010"
"115","Mar 21, 2024 18:04:07.346991000 UTC","23.74.7.123","8740","172.28.0.2","6","443","49826","819","0x0018"
"116","Mar 21, 2024 18:04:07.347794000 UTC","23.74.7.123","15980","172.28.0.2","6","443","49826","819","0x0018"
"117","Mar 21, 2024 18:04:07.348721000 UTC","23.74.7.123","17428","172.28.0.2","6","443","49826","819","0x0018"
"118","Mar 21, 2024 18:04:07.348891000 UTC","172.28.0.2","52","23.74.7.123","6","49826","443","346906","0x0010"
"119","Mar 21, 2024 18:04:07.349644000 UTC","23.74.7.123","15980","172.28.0.2","6","443","49826","819","0x0018"
"120","Mar 21, 2024 18:04:07.349779000 UTC","172.28.0.2","52","23.74.7.123","6","49826","443","362834","0x0010"
"121","Mar 21, 2024 18:04:07.350477000 UTC","23.74.7.123","18876","172.28.0.2","6","443","49826","819","0x0018"
"122","Mar 21, 2024 18:04:07.351602000 UTC","23.74.7.123","18876","172.28.0.2","6","443","49826","819","0x0018"
"123","Mar 21, 2024 18:04:07.351889000 UTC","172.28.0.2","52","23.74.7.123","6","49826","443","400482","0x0010"
"124","Mar 21, 2024 18:04:07.352349000 UTC","23.74.7.123","20324","172.28.0.2","6","443","49826","819","0x0018"
"125","Mar 21, 2024 18:04:07.352477000 UTC","172.28.0.2","52","23.74.7.123","6","49826","443","420754","0x0010"
"126","Mar 21, 2024 18:04:07.353286000 UTC","23.74.7.123","7292","172.28.0.2","6","443","49826","819","0x0018"
"127","Mar 21, 2024 18:04:07.353411000 UTC","172.28.0.2","52","23.74.7.123","6","49826","443","427994","0x0010"
"128","Mar 21, 2024 18:04:07.353619000 UTC","23.74.7.123","21772","172.28.0.2","6","443","49826","819","0x0018"
