frame.number,frame.time,ip.src,ip.len,ip.dst,ip.proto,tcp.srcport,tcp.dstport,tcp.ack,tcp.flags
"1","Mar 21, 2024 18:07:00.613992000 UTC","172.28.0.2","60","23.74.7.123","6","39892","443","0","0x0002"
"2","Mar 21, 2024 18:07:00.625110000 UTC","23.74.7.123","60","172.28.0.2","6","443","39892","1","0x0012"
"3","Mar 21, 2024 18:07:00.625397000 UTC","172.28.0.2","52","23.74.7.123","6","39892","443","1","0x0010"
"4","Mar 21, 2024 18:07:00.629494000 UTC","172.28.0.2","569","23.74.7.123","6","39892","443","1","0x0018"
"5","Mar 21, 2024 18:07:00.640627000 UTC","23.74.7.123","52","172.28.0.2","6","443","39892","518","0x0010"
"6","Mar 21, 2024 18:07:00.642063000 UTC","23.74.7.123","2948","172.28.0.2","6","443","39892","518","0x0018"
"7","Mar 21, 2024 18:07:00.642280000 UTC","172.28.0.2","52","23.74.7.123","6","39892","443","2897","0x0010"
"8","Mar 21, 2024 18:07:00.642066000 UTC","23.74.7.123","691","172.28.0.2","6","443","39892","518","0x0018"
"9","Mar 21, 2024 18:07:00.642455000 UTC","172.28.0.2","52","23.74.7.123","6","39892","443","3536","0x0010"
"10","Mar 21, 2024 18:07:00.645226000 UTC","172.28.0.2","132","23.74.7.123","6","39892","443","3536","0x0018"
"11","Mar 21, 2024 18:07:00.645601000 UTC","172.28.0.2","147","23.74.7.123","6","39892","443","3536","0x0018"
"12","Mar 21, 2024 18:07:00.645817000 UTC","172.28.0.2","147","23.74.7.123","6","39892","443","3536","0x0018"
"13","Mar 21, 2024 18:07:00.666929000 UTC","23.74.7.123","339","172.28.0.2","6","443","39892","788","0x0018"
"14","Mar 21, 2024 18:07:00.666931000 UTC","23.74.7.123","339","172.28.0.2","6","443","39892","788","0x0018"
"15","Mar 21, 2024 18:07:00.667408000 UTC","172.28.0.2","52","23.74.7.123","6","39892","443","4110","0x0010"
"16","Mar 21, 2024 18:07:00.670864000 UTC","23.74.7.123","113","172.28.0.2","6","443","39892","788","0x0018"
"17","Mar 21, 2024 18:07:00.671196000 UTC","172.28.0.2","83","23.74.7.123","6","39892","443","4171","0x0018"
"18","Mar 21, 2024 18:07:00.671344000 UTC","23.74.7.123","83","172.28.0.2","6","443","39892","788","0x0018"
"19","Mar 21, 2024 18:07:00.675987000 UTC","23.74.7.123","520","172.28.0.2","6","443","39892","788","0x0018"
"20","Mar 21, 2024 18:07:00.676255000 UTC","172.28.0.2","52","23.74.7.123","6","39892","443","4670","0x0010"
"21","Mar 21, 2024 18:07:00.676456000 UTC","23.74.7.123","4396","172.28.0.2","6","443","39892","788","0x0018"
"22","Mar 21, 2024 18:07:00.676458000 UTC","23.74.7.123","4396","172.28.0.2","6","443","39892","788","0x0018"
"23","Mar 21, 2024 18:07:00.676459000 UTC","23.74.7.123","4396","172.28.0.2","6","443","39892","788","0x0018"
"24","Mar 21, 2024 18:07:00.676778000 UTC","172.28.0.2","52","23.74.7.123","6","39892","443","17702","0x0010"
"25","Mar 21, 2024 18:07:00.676967000 UTC","23.74.7.123","2948","172.28.0.2","6","443","39892","788","0x0018"
"26","Mar 21, 2024 18:07:00.677072000 UTC","172.28.0.2","52","23.74.7.123","6","39892","443","20598","0x0010"
"27","Mar 21, 2024 18:07:00.678410000 UTC","23.74.7.123","4396","172.28.0.2","6","443","39892","788","0x0018"
"28","Mar 21, 2024 18:07:00.678542000 UTC","172.28.0.2","52","23.74.7.123","6","39892","443","24942","0x0010"
"29","Mar 21, 2024 18:07:00.682514000 UTC","23.74.7.123","1500","172.28.0.2","6","443","39892","819","0x0010"
"30","Mar 21, 2024 18:07:00.682706000 UTC","172.28.0.2","52","23.74.7.123","6","39892","443","26390","0x0010"
"31","Mar 21, 2024 18:07:00.682774000 UTC","23.74.7.123","2948","172.28.0.2","6","443","39892","819","0x0018"
"32","Mar 21, 2024 18:07:00.682890000 UTC","172.28.0.2","52","23.74.7.123","6","39892","443","29286","0x0010"
