frame.number,frame.time,ip.src,ip.len,ip.dst,ip.proto,tcp.srcport,tcp.dstport,tcp.ack,tcp.flags
"1","Mar 21, 2024 18:04:51.360393000 UTC","172.28.0.2","60","192.0.66.32","6","57260","443","0","0x0002"
"2","Mar 21, 2024 18:04:51.372799000 UTC","192.0.66.32","52","172.28.0.2","6","443","57260","1","0x0012"
"3","Mar 21, 2024 18:04:51.373035000 UTC","172.28.0.2","40","192.0.66.32","6","57260","443","1","0x0010"
"4","Mar 21, 2024 18:04:51.376986000 UTC","172.28.0.2","557","192.0.66.32","6","57260","443","1","0x0018"
"5","Mar 21, 2024 18:04:51.389402000 UTC","192.0.66.32","40","172.28.0.2","6","443","57260","518","0x0010"
"6","Mar 21, 2024 18:04:51.390357000 UTC","192.0.66.32","2960","172.28.0.2","6","443","57260","518","0x0018"
"7","Mar 21, 2024 18:04:51.390498000 UTC","172.28.0.2","40","192.0.66.32","6","57260","443","2921","0x0010"
"8","Mar 21, 2024 18:04:51.390358000 UTC","192.0.66.32","1216","172.28.0.2","6","443","57260","518","0x0018"
"9","Mar 21, 2024 18:04:51.390591000 UTC","172.28.0.2","40","192.0.66.32","6","57260","443","4097","0x0010"
"10","Mar 21, 2024 18:04:51.390359000 UTC","192.0.66.32","89","172.28.0.2","6","443","57260","518","0x0018"
"11","Mar 21, 2024 18:04:51.390664000 UTC","172.28.0.2","40","192.0.66.32","6","57260","443","4146","0x0010"
"12","Mar 21, 2024 18:04:51.393463000 UTC","172.28.0.2","120","192.0.66.32","6","57260","443","4146","0x0018"
"13","Mar 21, 2024 18:04:51.393833000 UTC","172.28.0.2","86","192.0.66.32","6","57260","443","4146","0x0018"
"14","Mar 21, 2024 18:04:51.393958000 UTC","172.28.0.2","89","192.0.66.32","6","57260","443","4146","0x0018"
"15","Mar 21, 2024 18:04:51.394049000 UTC","172.28.0.2","75","192.0.66.32","6","57260","443","4146","0x0018"
"16","Mar 21, 2024 18:04:51.394161000 UTC","172.28.0.2","102","192.0.66.32","6","57260","443","4146","0x0018"
"17","Mar 21, 2024 18:04:51.405865000 UTC","192.0.66.32","327","172.28.0.2","6","443","57260","598","0x0018"
"18","Mar 21, 2024 18:04:51.405867000 UTC","192.0.66.32","327","172.28.0.2","6","443","57260","598","0x0018"
"19","Mar 21, 2024 18:04:51.406404000 UTC","172.28.0.2","40","192.0.66.32","6","57260","443","4720","0x0010"
"20","Mar 21, 2024 18:04:51.406160000 UTC","192.0.66.32","102","172.28.0.2","6","443","57260","598","0x0018"
"21","Mar 21, 2024 18:04:51.406161000 UTC","192.0.66.32","40","172.28.0.2","6","443","57260","728","0x0010"
"22","Mar 21, 2024 18:04:51.406162000 UTC","192.0.66.32","71","172.28.0.2","6","443","57260","728","0x0018"
"23","Mar 21, 2024 18:04:51.406830000 UTC","192.0.66.32","526","172.28.0.2","6","443","57260","790","0x0018"
"24","Mar 21, 2024 18:04:51.407064000 UTC","172.28.0.2","71","192.0.66.32","6","57260","443","5299","0x0018"
"25","Mar 21, 2024 18:04:51.407625000 UTC","172.28.0.2","64","192.0.66.32","6","57260","443","5299","0x0018"
"26","Mar 21, 2024 18:04:51.407769000 UTC","172.28.0.2","40","192.0.66.32","6","57260","443","5299","0x0011"
"27","Mar 21, 2024 18:04:51.422527000 UTC","192.0.66.32","40","172.28.0.2","6","443","57260","846","0x0010"
"28","Mar 21, 2024 18:04:51.422798000 UTC","192.0.66.32","40","172.28.0.2","6","443","57260","846","0x0011"
"29","Mar 21, 2024 18:04:51.422899000 UTC","172.28.0.2","40","192.0.66.32","6","57260","443","5300","0x0010"
"30","Mar 21, 2024 18:06:14.253574000 UTC","172.28.0.2","60","192.0.66.32","6","53654","443","0","0x0002"
