frame.number,frame.time,ip.src,ip.len,ip.dst,ip.proto,tcp.srcport,tcp.dstport,tcp.ack,tcp.flags
"1","Mar 21, 2024 17:58:34.082013000 UTC","172.28.0.2","60","23.222.193.123","6","36376","443","0","0x0002"
"2","Mar 21, 2024 17:58:34.100114000 UTC","23.222.193.123","60","172.28.0.2","6","443","36376","1","0x0012"
"3","Mar 21, 2024 17:58:34.100296000 UTC","172.28.0.2","52","23.222.193.123","6","36376","443","1","0x0010"
"4","Mar 21, 2024 17:58:34.103030000 UTC","172.28.0.2","569","23.222.193.123","6","36376","443","1","0x0018"
"5","Mar 21, 2024 17:58:34.120411000 UTC","23.222.193.123","52","172.28.0.2","6","443","36376","518","0x0010"
"6","Mar 21, 2024 17:58:34.121123000 UTC","23.222.193.123","2948","172.28.0.2","6","443","36376","518","0x0018"
"7","Mar 21, 2024 17:58:34.121210000 UTC","172.28.0.2","52","23.222.193.123","6","36376","443","2897","0x0010"
"8","Mar 21, 2024 17:58:34.121124000 UTC","23.222.193.123","826","172.28.0.2","6","443","36376","518","0x0018"
"9","Mar 21, 2024 17:58:34.121277000 UTC","172.28.0.2","52","23.222.193.123","6","36376","443","3671","0x0010"
"10","Mar 21, 2024 17:58:34.123522000 UTC","172.28.0.2","132","23.222.193.123","6","36376","443","3671","0x0018"
"11","Mar 21, 2024 17:58:34.123716000 UTC","172.28.0.2","98","23.222.193.123","6","36376","443","3671","0x0018"
"12","Mar 21, 2024 17:58:34.123782000 UTC","172.28.0.2","101","23.222.193.123","6","36376","443","3671","0x0018"
"13","Mar 21, 2024 17:58:34.123826000 UTC","172.28.0.2","87","23.222.193.123","6","36376","443","3671","0x0018"
"14","Mar 21, 2024 17:58:34.123886000 UTC","172.28.0.2","113","23.222.193.123","6","36376","443","3671","0x0018"
"15","Mar 21, 2024 17:58:34.141146000 UTC","23.222.193.123","339","172.28.0.2","6","443","36376","644","0x0018"
"16","Mar 21, 2024 17:58:34.141148000 UTC","23.222.193.123","339","172.28.0.2","6","443","36376","693","0x0018"
"17","Mar 21, 2024 17:58:34.141367000 UTC","23.222.193.123","113","172.28.0.2","6","443","36376","728","0x0018"
"18","Mar 21, 2024 17:58:34.141368000 UTC","23.222.193.123","83","172.28.0.2","6","443","36376","728","0x0018"
"19","Mar 21, 2024 17:58:34.141641000 UTC","172.28.0.2","83","23.222.193.123","6","36376","443","4337","0x0018"
"20","Mar 21, 2024 17:58:34.159234000 UTC","23.222.193.123","52","172.28.0.2","6","443","36376","820","0x0010"
"21","Mar 21, 2024 17:58:34.196555000 UTC","23.222.193.123","443","172.28.0.2","6","443","36376","820","0x0018"
