frame.number,frame.time,ip.src,ip.len,ip.dst,ip.proto,tcp.srcport,tcp.dstport,tcp.ack,tcp.flags
"1","Mar 21, 2024 17:57:34.910450000 UTC","172.28.0.2","60","89.191.237.192","6","53536","443","0","0x0002"
"2","Mar 21, 2024 17:57:35.036244000 UTC","89.191.237.192","60","172.28.0.2","6","443","53536","1","0x0012"
"3","Mar 21, 2024 17:57:35.036480000 UTC","172.28.0.2","52","89.191.237.192","6","53536","443","1","0x0010"
"4","Mar 21, 2024 17:57:35.040823000 UTC","172.28.0.2","569","89.191.237.192","6","53536","443","1","0x0018"
"5","Mar 21, 2024 17:57:35.165949000 UTC","89.191.237.192","52","172.28.0.2","6","443","53536","518","0x0010"
"6","Mar 21, 2024 17:57:35.167354000 UTC","89.191.237.192","1500","172.28.0.2","6","443","53536","518","0x0010"
"7","Mar 21, 2024 17:57:35.167521000 UTC","172.28.0.2","52","89.191.237.192","6","53536","443","1449","0x0010"
"8","Mar 21, 2024 17:57:35.167356000 UTC","89.191.237.192","1741","172.28.0.2","6","443","53536","518","0x0018"
"9","Mar 21, 2024 17:57:35.167607000 UTC","172.28.0.2","52","89.191.237.192","6","53536","443","3138","0x0010"
"10","Mar 21, 2024 17:57:35.170465000 UTC","172.28.0.2","132","89.191.237.192","6","53536","443","3138","0x0018"
"11","Mar 21, 2024 17:57:35.170789000 UTC","172.28.0.2","98","89.191.237.192","6","53536","443","3138","0x0018"
"12","Mar 21, 2024 17:57:35.170884000 UTC","172.28.0.2","101","89.191.237.192","6","53536","443","3138","0x0018"
"13","Mar 21, 2024 17:57:35.170943000 UTC","172.28.0.2","87","89.191.237.192","6","53536","443","3138","0x0018"
"14","Mar 21, 2024 17:57:35.171024000 UTC","172.28.0.2","111","89.191.237.192","6","53536","443","3138","0x0018"
"15","Mar 21, 2024 17:57:35.295530000 UTC","89.191.237.192","339","172.28.0.2","6","443","53536","644","0x0018"
"16","Mar 21, 2024 17:57:35.295532000 UTC","89.191.237.192","339","172.28.0.2","6","443","53536","644","0x0018"
"17","Mar 21, 2024 17:57:35.295532000 UTC","89.191.237.192","114","172.28.0.2","6","443","53536","644","0x0018"
"18","Mar 21, 2024 17:57:35.295925000 UTC","172.28.0.2","52","89.191.237.192","6","53536","443","3774","0x0010"
"19","Mar 21, 2024 17:57:35.295986000 UTC","172.28.0.2","83","89.191.237.192","6","53536","443","3774","0x0018"
"20","Mar 21, 2024 17:57:35.296040000 UTC","89.191.237.192","52","172.28.0.2","6","443","53536","787","0x0010"
"21","Mar 21, 2024 17:57:35.296041000 UTC","89.191.237.192","309","172.28.0.2","6","443","53536","787","0x0018"
"22","Mar 21, 2024 17:57:35.296937000 UTC","89.191.237.192","8740","172.28.0.2","6","443","53536","787","0x0010"
"23","Mar 21, 2024 17:57:35.297092000 UTC","172.28.0.2","52","89.191.237.192","6","53536","443","12719","0x0010"
