frame.number,frame.time,ip.src,ip.len,ip.dst,ip.proto,tcp.srcport,tcp.dstport,tcp.ack,tcp.flags
"1","Mar 21, 2024 18:01:54.721541000 UTC","172.28.0.2","60","23.222.194.25","6","55746","443","0","0x0002"
"2","Mar 21, 2024 18:01:54.739218000 UTC","23.222.194.25","60","172.28.0.2","6","443","55746","1","0x0012"
"3","Mar 21, 2024 18:01:54.739414000 UTC","172.28.0.2","52","23.222.194.25","6","55746","443","1","0x0010"
"4","Mar 21, 2024 18:01:54.742280000 UTC","172.28.0.2","569","23.222.194.25","6","55746","443","1","0x0018"
"5","Mar 21, 2024 18:01:54.759644000 UTC","23.222.194.25","52","172.28.0.2","6","443","55746","518","0x0010"
"6","Mar 21, 2024 18:01:54.760051000 UTC","23.222.194.25","2948","172.28.0.2","6","443","55746","518","0x0018"
"7","Mar 21, 2024 18:01:54.760141000 UTC","172.28.0.2","52","23.222.194.25","6","55746","443","2897","0x0010"
"8","Mar 21, 2024 18:01:54.760053000 UTC","23.222.194.25","1252","172.28.0.2","6","443","55746","518","0x0018"
"9","Mar 21, 2024 18:01:54.760209000 UTC","172.28.0.2","52","23.222.194.25","6","55746","443","4097","0x0010"
"10","Mar 21, 2024 18:01:54.760711000 UTC","23.222.194.25","1226","172.28.0.2","6","443","55746","518","0x0018"
"11","Mar 21, 2024 18:01:54.760781000 UTC","172.28.0.2","52","23.222.194.25","6","55746","443","5271","0x0010"
"12","Mar 21, 2024 18:01:54.762507000 UTC","172.28.0.2","132","23.222.194.25","6","55746","443","5271","0x0018"
"13","Mar 21, 2024 18:01:54.762717000 UTC","172.28.0.2","98","23.222.194.25","6","55746","443","5271","0x0018"
"14","Mar 21, 2024 18:01:54.762781000 UTC","172.28.0.2","101","23.222.194.25","6","55746","443","5271","0x0018"
"15","Mar 21, 2024 18:01:54.762841000 UTC","172.28.0.2","87","23.222.194.25","6","55746","443","5271","0x0018"
"16","Mar 21, 2024 18:01:54.762912000 UTC","172.28.0.2","114","23.222.194.25","6","55746","443","5271","0x0018"
"17","Mar 21, 2024 18:01:54.779869000 UTC","23.222.194.25","339","172.28.0.2","6","443","55746","598","0x0018"
"18","Mar 21, 2024 18:01:54.779871000 UTC","23.222.194.25","339","172.28.0.2","6","443","55746","644","0x0018"
"19","Mar 21, 2024 18:01:54.780233000 UTC","23.222.194.25","113","172.28.0.2","6","443","55746","790","0x0018"
"20","Mar 21, 2024 18:01:54.780234000 UTC","23.222.194.25","83","172.28.0.2","6","443","55746","790","0x0018"
"21","Mar 21, 2024 18:01:54.780844000 UTC","172.28.0.2","83","23.222.194.25","6","55746","443","5937","0x0018"
"22","Mar 21, 2024 18:01:54.784933000 UTC","23.222.194.25","347","172.28.0.2","6","443","55746","790","0x0018"
"23","Mar 21, 2024 18:01:54.785153000 UTC","23.222.194.25","2948","172.28.0.2","6","443","55746","790","0x0018"
"24","Mar 21, 2024 18:01:54.785154000 UTC","23.222.194.25","2948","172.28.0.2","6","443","55746","790","0x0018"
"25","Mar 21, 2024 18:01:54.785155000 UTC","23.222.194.25","2948","172.28.0.2","6","443","55746","790","0x0018"
"26","Mar 21, 2024 18:01:54.785156000 UTC","23.222.194.25","2948","172.28.0.2","6","443","55746","790","0x0018"
"27","Mar 21, 2024 18:01:54.785379000 UTC","172.28.0.2","52","23.222.194.25","6","55746","443","17816","0x0010"
"28","Mar 21, 2024 18:01:54.785867000 UTC","23.222.194.25","2948","172.28.0.2","6","443","55746","790","0x0018"
"29","Mar 21, 2024 18:01:54.785960000 UTC","172.28.0.2","52","23.222.194.25","6","55746","443","20712","0x0010"
"30","Mar 21, 2024 18:01:54.786882000 UTC","23.222.194.25","1500","172.28.0.2","6","443","55746","790","0x0010"
"31","Mar 21, 2024 18:01:54.786969000 UTC","172.28.0.2","52","23.222.194.25","6","55746","443","22160","0x0010"
"32","Mar 21, 2024 18:01:54.798107000 UTC","23.222.194.25","2948","172.28.0.2","6","443","55746","821","0x0018"
"33","Mar 21, 2024 18:01:54.798416000 UTC","172.28.0.2","52","23.222.194.25","6","55746","443","25056","0x0010"
"34","Mar 21, 2024 18:01:54.798484000 UTC","23.222.194.25","2948","172.28.0.2","6","443","55746","821","0x0018"
"35","Mar 21, 2024 18:01:54.798559000 UTC","172.28.0.2","52","23.222.194.25","6","55746","443","27952","0x0010"
"36","Mar 21, 2024 18:01:54.799293000 UTC","23.222.194.25","2948","172.28.0.2","6","443","55746","821","0x0018"
"37","Mar 21, 2024 18:01:54.799390000 UTC","172.28.0.2","52","23.222.194.25","6","55746","443","30848","0x0010"
"38","Mar 21, 2024 18:01:54.800208000 UTC","23.222.194.25","2948","172.28.0.2","6","443","55746","821","0x0018"
"39","Mar 21, 2024 18:01:54.800294000 UTC","172.28.0.2","52","23.222.194.25","6","55746","443","33744","0x0010"
"40","Mar 21, 2024 18:01:54.802479000 UTC","23.222.194.25","2948","172.28.0.2","6","443","55746","821","0x0018"
"41","Mar 21, 2024 18:01:54.802601000 UTC","172.28.0.2","52","23.222.194.25","6","55746","443","36640","0x0010"
"42","Mar 21, 2024 18:01:54.802974000 UTC","23.222.194.25","2948","172.28.0.2","6","443","55746","821","0x0018"
"43","Mar 21, 2024 18:01:54.803046000 UTC","172.28.0.2","52","23.222.194.25","6","55746","443","39536","0x0010"
"44","Mar 21, 2024 18:01:54.803802000 UTC","23.222.194.25","2948","172.28.0.2","6","443","55746","821","0x0018"
"45","Mar 21, 2024 18:01:54.803892000 UTC","172.28.0.2","52","23.222.194.25","6","55746","443","42432","0x0010"
"46","Mar 21, 2024 18:01:54.804606000 UTC","23.222.194.25","2948","172.28.0.2","6","443","55746","821","0x0018"
"47","Mar 21, 2024 18:01:54.804690000 UTC","172.28.0.2","52","23.222.194.25","6","55746","443","45328","0x0010"
"48","Mar 21, 2024 18:01:54.805446000 UTC","23.222.194.25","2948","172.28.0.2","6","443","55746","821","0x0018"
"49","Mar 21, 2024 18:01:54.805526000 UTC","172.28.0.2","52","23.222.194.25","6","55746","443","48224","0x0010"
"50","Mar 21, 2024 18:01:54.806342000 UTC","23.222.194.25","2948","172.28.0.2","6","443","55746","821","0x0018"
"51","Mar 21, 2024 18:01:54.806533000 UTC","172.28.0.2","52","23.222.194.25","6","55746","443","51120","0x0010"
"52","Mar 21, 2024 18:01:54.807104000 UTC","23.222.194.25","2948","172.28.0.2","6","443","55746","821","0x0018"
"53","Mar 21, 2024 18:01:54.807223000 UTC","172.28.0.2","52","23.222.194.25","6","55746","443","54016","0x0010"
"54","Mar 21, 2024 18:01:54.808096000 UTC","23.222.194.25","2948","172.28.0.2","6","443","55746","821","0x0018"
"55","Mar 21, 2024 18:01:54.808188000 UTC","172.28.0.2","52","23.222.194.25","6","55746","443","56912","0x0010"
"56","Mar 21, 2024 18:01:54.808835000 UTC","23.222.194.25","2948","172.28.0.2","6","443","55746","821","0x0018"
"57","Mar 21, 2024 18:01:54.808912000 UTC","172.28.0.2","52","23.222.194.25","6","55746","443","59808","0x0010"
"58","Mar 21, 2024 18:01:54.809737000 UTC","23.222.194.25","2948","172.28.0.2","6","443","55746","821","0x0018"
"59","Mar 21, 2024 18:01:54.809859000 UTC","172.28.0.2","52","23.222.194.25","6","55746","443","62704","0x0010"
"60","Mar 21, 2024 18:01:54.810587000 UTC","23.222.194.25","2948","172.28.0.2","6","443","55746","821","0x0018"
"61","Mar 21, 2024 18:01:54.810798000 UTC","172.28.0.2","52","23.222.194.25","6","55746","443","65600","0x0010"
"62","Mar 21, 2024 18:01:54.811357000 UTC","23.222.194.25","2948","172.28.0.2","6","443","55746","821","0x0018"
"63","Mar 21, 2024 18:01:54.811434000 UTC","172.28.0.2","52","23.222.194.25","6","55746","443","68496","0x0010"
"64","Mar 21, 2024 18:01:54.815514000 UTC","23.222.194.25","2948","172.28.0.2","6","443","55746","821","0x0018"
