frame.number,frame.time,ip.src,ip.len,ip.dst,ip.proto,tcp.srcport,tcp.dstport,tcp.ack,tcp.flags
"1","Mar 21, 2024 18:04:36.832857000 UTC","172.28.0.2","60","23.222.194.25","6","54148","443","0","0x0002"
"2","Mar 21, 2024 18:04:36.850655000 UTC","23.222.194.25","60","172.28.0.2","6","443","54148","1","0x0012"
"3","Mar 21, 2024 18:04:36.850879000 UTC","172.28.0.2","52","23.222.194.25","6","54148","443","1","0x0010"
"4","Mar 21, 2024 18:04:36.854880000 UTC","172.28.0.2","569","23.222.194.25","6","54148","443","1","0x0018"
"5","Mar 21, 2024 18:04:36.872108000 UTC","23.222.194.25","52","172.28.0.2","6","443","54148","518","0x0010"
"6","Mar 21, 2024 18:04:36.872559000 UTC","23.222.194.25","2948","172.28.0.2","6","443","54148","518","0x0018"
"7","Mar 21, 2024 18:04:36.872693000 UTC","172.28.0.2","52","23.222.194.25","6","54148","443","2897","0x0010"
"8","Mar 21, 2024 18:04:36.872561000 UTC","23.222.194.25","1252","172.28.0.2","6","443","54148","518","0x0018"
"9","Mar 21, 2024 18:04:36.872815000 UTC","172.28.0.2","52","23.222.194.25","6","54148","443","4097","0x0010"
"10","Mar 21, 2024 18:04:36.872896000 UTC","23.222.194.25","1226","172.28.0.2","6","443","54148","518","0x0018"
"11","Mar 21, 2024 18:04:36.872953000 UTC","172.28.0.2","52","23.222.194.25","6","54148","443","5271","0x0010"
"12","Mar 21, 2024 18:04:36.875611000 UTC","172.28.0.2","132","23.222.194.25","6","54148","443","5271","0x0018"
"13","Mar 21, 2024 18:04:36.875971000 UTC","172.28.0.2","98","23.222.194.25","6","54148","443","5271","0x0018"
"14","Mar 21, 2024 18:04:36.876089000 UTC","172.28.0.2","101","23.222.194.25","6","54148","443","5271","0x0018"
"15","Mar 21, 2024 18:04:36.876180000 UTC","172.28.0.2","87","23.222.194.25","6","54148","443","5271","0x0018"
"16","Mar 21, 2024 18:04:36.876297000 UTC","172.28.0.2","114","23.222.194.25","6","54148","443","5271","0x0018"
"17","Mar 21, 2024 18:04:36.892816000 UTC","23.222.194.25","339","172.28.0.2","6","443","54148","598","0x0018"
"18","Mar 21, 2024 18:04:36.893084000 UTC","23.222.194.25","339","172.28.0.2","6","443","54148","598","0x0018"
"19","Mar 21, 2024 18:04:36.893086000 UTC","23.222.194.25","113","172.28.0.2","6","443","54148","644","0x0018"
"20","Mar 21, 2024 18:04:36.893087000 UTC","23.222.194.25","83","172.28.0.2","6","443","54148","693","0x0018"
"21","Mar 21, 2024 18:04:36.893301000 UTC","172.28.0.2","83","23.222.194.25","6","54148","443","5937","0x0018"
"22","Mar 21, 2024 18:04:36.893749000 UTC","23.222.194.25","52","172.28.0.2","6","443","54148","790","0x0010"
"23","Mar 21, 2024 18:04:36.952375000 UTC","23.222.194.25","52","172.28.0.2","6","443","54148","821","0x0010"
"24","Mar 21, 2024 18:04:37.097647000 UTC","23.222.194.25","347","172.28.0.2","6","443","54148","821","0x0018"
"25","Mar 21, 2024 18:04:37.097986000 UTC","23.222.194.25","2948","172.28.0.2","6","443","54148","821","0x0018"
"26","Mar 21, 2024 18:04:37.097988000 UTC","23.222.194.25","2948","172.28.0.2","6","443","54148","821","0x0018"
"27","Mar 21, 2024 18:04:37.098099000 UTC","172.28.0.2","52","23.222.194.25","6","54148","443","9128","0x0010"
"28","Mar 21, 2024 18:04:37.097990000 UTC","23.222.194.25","2948","172.28.0.2","6","443","54148","821","0x0018"
"29","Mar 21, 2024 18:04:37.097991000 UTC","23.222.194.25","2948","172.28.0.2","6","443","54148","821","0x0018"
"30","Mar 21, 2024 18:04:37.098204000 UTC","172.28.0.2","52","23.222.194.25","6","54148","443","12024","0x0010"
"31","Mar 21, 2024 18:04:37.098299000 UTC","172.28.0.2","52","23.222.194.25","6","54148","443","17816","0x0010"
"32","Mar 21, 2024 18:04:37.098584000 UTC","23.222.194.25","2948","172.28.0.2","6","443","54148","821","0x0018"
"33","Mar 21, 2024 18:04:37.098711000 UTC","172.28.0.2","52","23.222.194.25","6","54148","443","20712","0x0010"
"34","Mar 21, 2024 18:04:37.099755000 UTC","23.222.194.25","1500","172.28.0.2","6","443","54148","821","0x0010"
"35","Mar 21, 2024 18:04:37.099869000 UTC","172.28.0.2","52","23.222.194.25","6","54148","443","22160","0x0010"
"36","Mar 21, 2024 18:04:37.099947000 UTC","23.222.194.25","1500","172.28.0.2","6","443","54148","821","0x0018"
"37","Mar 21, 2024 18:04:37.100018000 UTC","172.28.0.2","52","23.222.194.25","6","54148","443","23608","0x0010"
"38","Mar 21, 2024 18:04:37.100287000 UTC","23.222.194.25","2948","172.28.0.2","6","443","54148","821","0x0018"
"39","Mar 21, 2024 18:04:37.100415000 UTC","172.28.0.2","52","23.222.194.25","6","54148","443","26504","0x0010"
"40","Mar 21, 2024 18:04:37.101180000 UTC","23.222.194.25","2948","172.28.0.2","6","443","54148","821","0x0018"
"41","Mar 21, 2024 18:04:37.101303000 UTC","172.28.0.2","52","23.222.194.25","6","54148","443","29400","0x0010"
"42","Mar 21, 2024 18:04:37.102041000 UTC","23.222.194.25","2948","172.28.0.2","6","443","54148","821","0x0018"
"43","Mar 21, 2024 18:04:37.102171000 UTC","172.28.0.2","52","23.222.194.25","6","54148","443","32296","0x0010"
"44","Mar 21, 2024 18:04:37.103011000 UTC","23.222.194.25","1500","172.28.0.2","6","443","54148","821","0x0010"
"45","Mar 21, 2024 18:04:37.103112000 UTC","172.28.0.2","52","23.222.194.25","6","54148","443","33744","0x0010"
"46","Mar 21, 2024 18:04:37.115082000 UTC","23.222.194.25","2948","172.28.0.2","6","443","54148","821","0x0018"
"47","Mar 21, 2024 18:04:37.115374000 UTC","172.28.0.2","52","23.222.194.25","6","54148","443","36640","0x0010"
"48","Mar 21, 2024 18:04:37.115520000 UTC","23.222.194.25","2948","172.28.0.2","6","443","54148","821","0x0018"
"49","Mar 21, 2024 18:04:37.115605000 UTC","172.28.0.2","52","23.222.194.25","6","54148","443","39536","0x0010"
"50","Mar 21, 2024 18:04:37.116365000 UTC","23.222.194.25","2948","172.28.0.2","6","443","54148","821","0x0018"
"51","Mar 21, 2024 18:04:37.116470000 UTC","172.28.0.2","52","23.222.194.25","6","54148","443","42432","0x0010"
"52","Mar 21, 2024 18:04:37.117284000 UTC","23.222.194.25","2948","172.28.0.2","6","443","54148","821","0x0018"
"53","Mar 21, 2024 18:04:37.117394000 UTC","172.28.0.2","52","23.222.194.25","6","54148","443","45328","0x0010"
"54","Mar 21, 2024 18:04:37.118230000 UTC","23.222.194.25","2948","172.28.0.2","6","443","54148","821","0x0018"
"55","Mar 21, 2024 18:04:37.118340000 UTC","172.28.0.2","52","23.222.194.25","6","54148","443","48224","0x0010"
"56","Mar 21, 2024 18:04:37.119080000 UTC","23.222.194.25","2948","172.28.0.2","6","443","54148","821","0x0018"
"57","Mar 21, 2024 18:04:37.119177000 UTC","172.28.0.2","52","23.222.194.25","6","54148","443","51120","0x0010"
"58","Mar 21, 2024 18:04:37.120366000 UTC","23.222.194.25","4396","172.28.0.2","6","443","54148","821","0x0018"
"59","Mar 21, 2024 18:04:37.120467000 UTC","172.28.0.2","52","23.222.194.25","6","54148","443","55464","0x0010"
"60","Mar 21, 2024 18:04:37.121214000 UTC","23.222.194.25","2948","172.28.0.2","6","443","54148","821","0x0018"
"61","Mar 21, 2024 18:04:37.121307000 UTC","172.28.0.2","52","23.222.194.25","6","54148","443","58360","0x0010"
"62","Mar 21, 2024 18:04:37.122144000 UTC","23.222.194.25","2948","172.28.0.2","6","443","54148","821","0x0018"
"63","Mar 21, 2024 18:04:37.122246000 UTC","172.28.0.2","52","23.222.194.25","6","54148","443","61256","0x0010"
"64","Mar 21, 2024 18:04:37.122840000 UTC","23.222.194.25","2948","172.28.0.2","6","443","54148","821","0x0018"
"65","Mar 21, 2024 18:04:37.122938000 UTC","172.28.0.2","52","23.222.194.25","6","54148","443","64152","0x0010"
"66","Mar 21, 2024 18:04:37.123636000 UTC","23.222.194.25","2948","172.28.0.2","6","443","54148","821","0x0018"
"67","Mar 21, 2024 18:04:37.123744000 UTC","172.28.0.2","52","23.222.194.25","6","54148","443","67048","0x0010"
"68","Mar 21, 2024 18:04:37.124459000 UTC","23.222.194.25","2948","172.28.0.2","6","443","54148","821","0x0018"
"69","Mar 21, 2024 18:04:37.124561000 UTC","172.28.0.2","52","23.222.194.25","6","54148","443","69944","0x0010"
"70","Mar 21, 2024 18:04:37.125365000 UTC","23.222.194.25","2948","172.28.0.2","6","443","54148","821","0x0018"
"71","Mar 21, 2024 18:04:37.125461000 UTC","172.28.0.2","52","23.222.194.25","6","54148","443","72840","0x0010"
"72","Mar 21, 2024 18:04:37.125989000 UTC","23.222.194.25","2948","172.28.0.2","6","443","54148","821","0x0018"
"73","Mar 21, 2024 18:04:37.126082000 UTC","172.28.0.2","52","23.222.194.25","6","54148","443","75736","0x0010"
"74","Mar 21, 2024 18:04:37.126881000 UTC","23.222.194.25","2948","172.28.0.2","6","443","54148","821","0x0018"
"75","Mar 21, 2024 18:04:37.126983000 UTC","172.28.0.2","52","23.222.194.25","6","54148","443","78632","0x0010"
"76","Mar 21, 2024 18:04:37.127610000 UTC","23.222.194.25","2948","172.28.0.2","6","443","54148","821","0x0018"
"77","Mar 21, 2024 18:04:37.127706000 UTC","172.28.0.2","52","23.222.194.25","6","54148","443","81528","0x0010"
"78","Mar 21, 2024 18:04:37.128423000 UTC","23.222.194.25","2948","172.28.0.2","6","443","54148","821","0x0018"
"79","Mar 21, 2024 18:04:37.128519000 UTC","172.28.0.2","52","23.222.194.25","6","54148","443","84424","0x0010"
"80","Mar 21, 2024 18:04:37.129637000 UTC","23.222.194.25","1500","172.28.0.2","6","443","54148","821","0x0010"
"81","Mar 21, 2024 18:04:37.129743000 UTC","172.28.0.2","52","23.222.194.25","6","54148","443","85872","0x0010"
"82","Mar 21, 2024 18:04:37.129835000 UTC","23.222.194.25","1500","172.28.0.2","6","443","54148","821","0x0018"
"83","Mar 21, 2024 18:04:37.129907000 UTC","172.28.0.2","52","23.222.194.25","6","54148","443","87320","0x0010"
"84","Mar 21, 2024 18:04:37.129978000 UTC","23.222.194.25","2948","172.28.0.2","6","443","54148","821","0x0018"
"85","Mar 21, 2024 18:04:37.130051000 UTC","172.28.0.2","52","23.222.194.25","6","54148","443","90216","0x0010"
"86","Mar 21, 2024 18:04:37.132452000 UTC","23.222.194.25","4396","172.28.0.2","6","443","54148","821","0x0018"
"87","Mar 21, 2024 18:04:37.132610000 UTC","172.28.0.2","52","23.222.194.25","6","54148","443","94560","0x0010"
"88","Mar 21, 2024 18:04:37.132891000 UTC","23.222.194.25","4396","172.28.0.2","6","443","54148","821","0x0018"
"89","Mar 21, 2024 18:04:37.132972000 UTC","172.28.0.2","52","23.222.194.25","6","54148","443","98904","0x0010"
"90","Mar 21, 2024 18:04:37.133801000 UTC","23.222.194.25","4396","172.28.0.2","6","443","54148","821","0x0018"
"91","Mar 21, 2024 18:04:37.133903000 UTC","172.28.0.2","52","23.222.194.25","6","54148","443","103248","0x0010"
"92","Mar 21, 2024 18:04:37.134702000 UTC","23.222.194.25","4396","172.28.0.2","6","443","54148","821","0x0018"
"93","Mar 21, 2024 18:04:37.134796000 UTC","172.28.0.2","52","23.222.194.25","6","54148","443","107592","0x0010"
"94","Mar 21, 2024 18:04:37.135559000 UTC","23.222.194.25","4396","172.28.0.2","6","443","54148","821","0x0018"
"95","Mar 21, 2024 18:04:37.135646000 UTC","172.28.0.2","52","23.222.194.25","6","54148","443","111936","0x0010"
"96","Mar 21, 2024 18:04:37.136404000 UTC","23.222.194.25","4396","172.28.0.2","6","443","54148","821","0x0018"
"97","Mar 21, 2024 18:04:37.136489000 UTC","172.28.0.2","52","23.222.194.25","6","54148","443","116280","0x0010"
"98","Mar 21, 2024 18:04:37.137378000 UTC","23.222.194.25","4396","172.28.0.2","6","443","54148","821","0x0018"
"99","Mar 21, 2024 18:04:37.137480000 UTC","172.28.0.2","52","23.222.194.25","6","54148","443","120624","0x0010"
"100","Mar 21, 2024 18:04:37.138226000 UTC","23.222.194.25","4396","172.28.0.2","6","443","54148","821","0x0018"
