frame.number,frame.time,ip.src,ip.len,ip.dst,ip.proto,tcp.srcport,tcp.dstport,tcp.ack,tcp.flags
"1","Mar 21, 2024 17:55:21.008150000 UTC","172.28.0.2","60","104.110.137.231","6","59000","443","0","0x0002"
"2","Mar 21, 2024 17:55:21.019917000 UTC","104.110.137.231","60","172.28.0.2","6","443","59000","1","0x0012"
"3","Mar 21, 2024 17:55:21.020056000 UTC","172.28.0.2","52","104.110.137.231","6","59000","443","1","0x0010"
"4","Mar 21, 2024 17:55:21.023964000 UTC","172.28.0.2","569","104.110.137.231","6","59000","443","1","0x0018"
"5","Mar 21, 2024 17:55:21.034979000 UTC","104.110.137.231","52","172.28.0.2","6","443","59000","518","0x0010"
"6","Mar 21, 2024 17:55:21.036554000 UTC","104.110.137.231","2948","172.28.0.2","6","443","59000","518","0x0018"
"7","Mar 21, 2024 17:55:21.036667000 UTC","172.28.0.2","52","104.110.137.231","6","59000","443","2897","0x0010"
"8","Mar 21, 2024 17:55:21.036557000 UTC","104.110.137.231","1164","172.28.0.2","6","443","59000","518","0x0018"
"9","Mar 21, 2024 17:55:21.036713000 UTC","172.28.0.2","52","104.110.137.231","6","59000","443","4009","0x0010"
"10","Mar 21, 2024 17:55:21.039312000 UTC","172.28.0.2","132","104.110.137.231","6","59000","443","4009","0x0018"
"11","Mar 21, 2024 17:55:21.039623000 UTC","172.28.0.2","98","104.110.137.231","6","59000","443","4009","0x0018"
"12","Mar 21, 2024 17:55:21.039701000 UTC","172.28.0.2","101","104.110.137.231","6","59000","443","4009","0x0018"
"13","Mar 21, 2024 17:55:21.039757000 UTC","172.28.0.2","87","104.110.137.231","6","59000","443","4009","0x0018"
"14","Mar 21, 2024 17:55:21.039832000 UTC","172.28.0.2","119","104.110.137.231","6","59000","443","4009","0x0018"
"15","Mar 21, 2024 17:55:21.050404000 UTC","104.110.137.231","339","172.28.0.2","6","443","59000","598","0x0018"
"16","Mar 21, 2024 17:55:21.050582000 UTC","104.110.137.231","339","172.28.0.2","6","443","59000","598","0x0018"
"17","Mar 21, 2024 17:55:21.050584000 UTC","104.110.137.231","52","172.28.0.2","6","443","59000","728","0x0010"
"18","Mar 21, 2024 17:55:21.050913000 UTC","104.110.137.231","113","172.28.0.2","6","443","59000","728","0x0018"
