frame.number,frame.time,ip.src,ip.len,ip.dst,ip.proto,tcp.srcport,tcp.dstport,tcp.ack,tcp.flags
"1","Mar 21, 2024 17:58:55.838638000 UTC","172.28.0.2","60","99.84.252.105","6","39346","443","0","0x0002"
"2","Mar 21, 2024 17:58:55.858914000 UTC","99.84.252.105","60","172.28.0.2","6","443","39346","1","0x0012"
"3","Mar 21, 2024 17:58:55.859100000 UTC","172.28.0.2","52","99.84.252.105","6","39346","443","1","0x0010"
"4","Mar 21, 2024 17:58:55.863356000 UTC","172.28.0.2","569","99.84.252.105","6","39346","443","1","0x0018"
"5","Mar 21, 2024 17:58:55.883004000 UTC","99.84.252.105","52","172.28.0.2","6","443","39346","518","0x0010"
"6","Mar 21, 2024 17:58:55.883231000 UTC","99.84.252.105","4336","172.28.0.2","6","443","39346","518","0x0018"
"7","Mar 21, 2024 17:58:55.883309000 UTC","172.28.0.2","52","99.84.252.105","6","39346","443","4285","0x0010"
"8","Mar 21, 2024 17:58:55.884455000 UTC","99.84.252.105","1318","172.28.0.2","6","443","39346","518","0x0018"
"9","Mar 21, 2024 17:58:55.884582000 UTC","172.28.0.2","52","99.84.252.105","6","39346","443","5551","0x0010"
"10","Mar 21, 2024 17:58:55.887082000 UTC","172.28.0.2","116","99.84.252.105","6","39346","443","5551","0x0018"
"11","Mar 21, 2024 17:58:55.887351000 UTC","172.28.0.2","98","99.84.252.105","6","39346","443","5551","0x0018"
"12","Mar 21, 2024 17:58:55.887424000 UTC","172.28.0.2","101","99.84.252.105","6","39346","443","5551","0x0018"
"13","Mar 21, 2024 17:58:55.887472000 UTC","172.28.0.2","87","99.84.252.105","6","39346","443","5551","0x0018"
"14","Mar 21, 2024 17:58:55.887535000 UTC","172.28.0.2","116","99.84.252.105","6","39346","443","5551","0x0018"
"15","Mar 21, 2024 17:58:55.907141000 UTC","99.84.252.105","52","172.28.0.2","6","443","39346","776","0x0010"
"16","Mar 21, 2024 17:58:55.907143000 UTC","99.84.252.105","198","172.28.0.2","6","443","39346","776","0x0018"
"17","Mar 21, 2024 17:58:55.907144000 UTC","99.84.252.105","123","172.28.0.2","6","443","39346","776","0x0018"
"18","Mar 21, 2024 17:58:55.907578000 UTC","172.28.0.2","52","99.84.252.105","6","39346","443","5768","0x0010"
"19","Mar 21, 2024 17:58:55.907667000 UTC","172.28.0.2","83","99.84.252.105","6","39346","443","5768","0x0018"
"20","Mar 21, 2024 17:58:55.970102000 UTC","99.84.252.105","52","172.28.0.2","6","443","39346","807","0x0010"
"21","Mar 21, 2024 17:58:56.185730000 UTC","99.84.252.105","4336","172.28.0.2","6","443","39346","807","0x0018"
"22","Mar 21, 2024 17:58:56.185732000 UTC","99.84.252.105","4336","172.28.0.2","6","443","39346","807","0x0018"
"23","Mar 21, 2024 17:58:56.186044000 UTC","172.28.0.2","52","99.84.252.105","6","39346","443","14336","0x0010"
"24","Mar 21, 2024 17:58:56.186691000 UTC","99.84.252.105","4336","172.28.0.2","6","443","39346","807","0x0018"
"25","Mar 21, 2024 17:58:56.186800000 UTC","172.28.0.2","52","99.84.252.105","6","39346","443","18620","0x0010"
"26","Mar 21, 2024 17:58:56.187310000 UTC","99.84.252.105","1771","172.28.0.2","6","443","39346","807","0x0018"
"27","Mar 21, 2024 17:58:56.187381000 UTC","172.28.0.2","52","99.84.252.105","6","39346","443","20339","0x0010"
"28","Mar 21, 2024 17:58:56.252556000 UTC","99.84.252.105","4336","172.28.0.2","6","443","39346","807","0x0018"
"29","Mar 21, 2024 17:58:56.252856000 UTC","99.84.252.105","4336","172.28.0.2","6","443","39346","807","0x0018"
"30","Mar 21, 2024 17:58:56.253004000 UTC","172.28.0.2","52","99.84.252.105","6","39346","443","28907","0x0010"
"31","Mar 21, 2024 17:58:56.253690000 UTC","99.84.252.105","4336","172.28.0.2","6","443","39346","807","0x0018"
"32","Mar 21, 2024 17:58:56.253840000 UTC","172.28.0.2","52","99.84.252.105","6","39346","443","33191","0x0010"
"33","Mar 21, 2024 17:58:56.254527000 UTC","99.84.252.105","4336","172.28.0.2","6","443","39346","807","0x0018"
"34","Mar 21, 2024 17:58:56.254607000 UTC","172.28.0.2","52","99.84.252.105","6","39346","443","37475","0x0010"
"35","Mar 21, 2024 17:58:56.255364000 UTC","99.84.252.105","4336","172.28.0.2","6","443","39346","807","0x0018"
